dob,merchantId
01-01-1995,00010000
19-05-2002,61311010
15-03-1999,61012073
25-07-1989,82119069
03-06-1998,73615099
02-10-1988,54812076
05-03-2008,65315050
15-03-1988,27213015
08-03-1990,87910048
26-01-1990,68116085
24-07-1998,29112045
30-01-2001,32819130
15-11-1980,32012173
23-11-1991,35617109
03-04-1979,45910114
27-04-1996,05212130
17-07-1990,46214111
08-12-1994,77712162
14-02-1995,08815104
05-03-1999,89011179
24-09-1995,39311188
24-04-2003,90217261
04-02-1995,21510255
09-12-1983,02818237
10-12-2003,53419236
10-03-1997,36717206
27-01-2004,47213201
10-09-1989,97613236
15-11-1999,11616344
10-10-1991,01116350
16-04-1986,72415310
04-05-1987,93610317
27-06-1964,43511366
01-01-1991,24714312
16-02-1999,94213321
07-08-1992,35512334
04-12-1983,47512318
01-01-1985,19914300
23-05-2004,79411394
29-03-1971,90710438
12-08-1997,82616471
14-03-1968,84418494
05-10-1957,37110416
26-09-1999,77017440
23-07-1985,17014482
11-01-1990,28113445
10-03-2003,20719527
26-01-1992,80815585
28-01-2003,72311534
20-08-1982,22113547
22-03-2007,84313514
21-11-1998,84513540
22-01-2002,85819564
23-06-2005,97717535
13-09-1993,59012582
11-11-1999,50617671
24-01-1997,21917611
01-01-2002,62510601
21-10-1986,03315623
26-04-1990,85211695
28-08-2001,76414635
16-05-1999,76216677
07-10-1982,26614679
09-10-1997,78712621
25-07-1997,78419644
11-10-2008,29714615
05-11-2004,41318740
12-07-1999,33116778
10-09-2001,15810769
13-08-1998,56918790
19-02-1982,19518796
01-02-2005,81410817
16-01-1981,61318827
06-09-1998,41618826
13-05-1982,33516858
08-12-2006,24311835
08-11-1991,84617835
05-04-2001,96219801
7-10-1998,76210859
25-03-1987,97911818
12-10-1968,08314832
19-9-1979,80718946
23-07-1983,71715967
13-12-1965,72813944
10-11-2002,03516976
06-07-1997,73116997
19-5-1986,74310967
15-08-2004,54015971
21-12-1988,65411930
29-10-1990,35215967
26-05-1997,30629006
17-01-1975,91125061
04-08-1989,22928063
16-05-1993,83422040
06-01-1983,04223029
07-03-1995,84421072
04-12-2003,68224099
30-12-2007,59928033
19-01-1995,01221142
19-08-1964,12326179
19-08-1984,23021190
14-7-1987,94522125
20-8-2003,34227131
19-08-1995,34129157
07-09-1987,54320177
28-08-1995,34124194
12-10-1985,26422162
27-04-2001,77928149
10-11-1994,18928197
27-09-1985,69424196
18-04-1976,11421266
07-11-2002,64128250
01-05-1986,75722255
17-04-1998,69529255
14-11-1977,13624382
11-02-2000,05820373
28-03-1993,47628326
23-05-2004,58124392
07-01-1995,99525359
11-04-1991,59829358
05-07-1987,29328398
31-08-2001,10225499
05-05-1990,72928468
07-07-1993,05423440
19-03-1991,55225467
16-09-1989,17821432
27-09-1982,87027490
26-07-1991,87429490
17-12-2005,19529422
07-06-1975,10725550
06-10-1995,62920551
01-10-1984,43026584
19-08-1995,04222517
08-04-1999,24520545
06-07-1995,54526548
27-09-2000,74325563
15-04-2002,95426519
09-10-1987,05122562
24-11-1986,35723560
15-07-1988,65921565
22-02-1986,95621570
20-04-1984,55125599
03-10-1996,37722569
19-05-1993,78220534
03-09-1992,59824528
11-12-2003,59727553
5-11-1984,70125617
01-08-1988,10621699
27-04-2003,32821634
21-12-2001,93627641
21-01-1998,15320661
16-12-2001,66122613
20-10-1997,56227665
10-07-2001,76421662
14-01-1978,69227686
23-08-1990,90129728
06-03-2004,01225778
22-04-2002,02328766
27-10-1989,84423737
08-09-2001,64727781
18-09-2003,79227781
14-04-2001,30923859
26-09-2002,01028817
17-05-1978,61621820
19-11-1983,81022871
25-06-1976,33029851
30-07-1988,94829820
10-09-1989,44921840
18-09-2002,24629871
27-04-2001,15126832
01-01-1989,88921891
24-07-1999,80321986
16-04-1990,71226998
12-12-1983,71322991
26-08-2003,32422920
20-10-1978,53822992
20-02-1998,44528996
08-02-2000,25822999
03-11-2004,56824934
16-04-1997,37429944
20-06-2004,88926906
9-3-2005,18722959
13-10-1996,31239037
12-12-2007,62232066
27-10-2007,22435086
22-03-1998,94533069
15-01-2002,25836053
05-04-1979,86932009
12-08-2001,86539052
18-05-1990,16839051
03-05-1986,87739083
02-09-2003,98230085
28-12-1991,99737091
06-06-1989,93330134
07-04-1987,04031102
05-10-1998,24239194
17-02-2000,47636105
19-02-1992,59530115
20-02-1993,09630110
10-11-1982,61337242
07-07-2001,61730274
18-11-1977,22138209
27-10-1994,52633248
24-09-2004,62132292
23-12-2002,03535237
20-04-2005,24330214
14-02-1991,08738296
18-06-1990,50034391
04-09-1981,33739314
01-07-2002,33631345
18-03-1973,63934387
11-04-2006,04633385
10-03-1990,35931371
20-11-1992,17630302
18-11-2003,87930300
14-4-1995,17337397
05-02-2004,68230310
26-01-1999,08336313
12-04-1984,78335337
07-04-2000,38038340
09-04-2001,88131345
30-08-1980,98232383
17-9-1989,10330407
01-11-1986,71630480
09-04-1997,71433499
15-08-1985,12233404
19-06-1990,02038475
24-08-1971,46132420
21-07-1987,68934429
11-05-2009,38732478
05-03-1948,38138494
12-08-2002,39131432
03-05-2004,21530590
26-01-1985,23537527
20-03-2003,24136513
13-10-1984,56737501
17-07-2004,18539531
16-03-1990,89135576
20-10-1994,71832601
04-01-1993,22936678
25-04-1993,13439645
04-05-1998,34237613
25-05-1983,44937680
26-02-2002,45334693
24-04-1984,06035679
03-10-2003,87034644
29-01-2003,38935602
30-07-1999,19934688
19-12-2003,00633716
17-12-2003,61132716
19-07-1979,31137727
18-09-1988,31934782
04-03-1994,23336715
12-08-1986,15733700
08-01-2003,45430761
28-12-2002,58832771
05-03-1990,39834787
7-4-1986,90837865
28-01-2005,91437898
24-08-1998,75533829
19-08-1981,95937832
18-01-1980,56231858
01-03-1987,37034863
09-02-1991,38433826
18-06-1988,88534830
25-10-2007,08939840
08-09-2002,68235881
11-09-1996,91135924
10-11-2003,91831964
25-02-1987,51437987
18-06-1998,23430926
12-08-1998,73831991
20-09-1989,25534903
23-01-1984,96835929
17-12-2002,57735969
04-10-1989,47134988
14-04-2001,27437984
28-02-2005,88538906
23-08-1990,58030920
03-02-2005,56541086
23-02-1984,68445003
05-03-1997,38145039
09-06-1995,28843090
05-03-2002,99548046
29-08-2009,60944163
15-10-1985,31348164
05-04-1979,41741174
15-07-1988,81041196
04-09-1996,93640112
19-06-2006,14949172
04-10-2009,38949105
07-07-1969,09144121
09-09-1997,92545230
04-06-1994,82745264
23-07-2002,46841206
25-12-2005,16141216
29-11-2005,27448297
08-04-2003,57941298
11-03-1986,59141212
11-06-1996,10747318
01-01-1975,90449399
30-04-1995,11343344
17-09-1971,82744306
06-04-1987,13841390
27-03-1988,37442300
22-10-1976,49142325
03-09-2006,89942363
13-11-2003,40141433
08-05-1976,41240427
02-08-1984,53240474
01-01-1990,29244466
23-12-2001,91140543
08-03-1995,11241551
20-09-1990,11547561
17-02-2005,23949513
31-01-1999,33341575
05-02-1996,64143560
24-04-1994,34947590
16-11-2004,85748501
18-11-2003,55048546
24-08-2008,35741598
19-07-2005,07546587
08-11-1989,59648524
22-08-2005,89547533
29-03-2001,09143564
27-03-2005,10140623
01-11-1990,83143635
29-09-2004,94148654
27-07-1988,24241674
26-11-1997,44046683
13-10-2003,94640683
16-09-1996,65546647
24-02-1993,86242654
12-04-1990,36447660
02-06-1987,67245636
03-06-1988,78245693
13-06-1999,79544605
03-01-2004,49546626
08-01-2002,40844704
02-08-1999,50846751
16-09-1992,53845708
05-03-1995,93443723
15-02-2002,43043760
16-08-1990,54044796
05-09-2003,55549729
26-06-1993,35343788
08-04-2007,75742787
17-07-1985,48848764
11-09-1994,99440724
01-01-1965,60841881
05-02-1982,81749843
24-09-1999,53446847
11-06-1961,13541865
15-12-1986,83844889
03-12-1984,23346893
06-12-2001,14545833
03-06-2001,85145806
09-03-2004,85042815
02-08-2000,95442868
30-06-1977,97145832
17-11-2007,17742838
07-05-1988,68444887
29-09-1994,50441926
18-03-2004,43742915
18-10-1980,93547967
18-06-1985,66741959
09-09-1992,37344980
05-03-1994,28546969
24-03-1986,29242910
03-02-2007,79441941
15-09-1995,50956028
15-08-1978,22053092
21-05-1997,64856070
3-6-1978,95854011
19-09-1997,05650028
28-07-2006,16754051
23-07-1979,76850067
24-04-1983,76155076
17-01-1981,97355010
05-09-1980,27252073
09-06-1993,87356079
15-01-1981,28055014
01-02-1993,98158094
10-05-1992,18459099
6-6-1984,00258129
1-1-1990,00551135
01-02-1982,10453162
23-10-1994,01251103
19-10-1983,71358129
27-01-1990,02157190
17-10-1984,73457119
15-12-1985,73559121
10-10-1981,74353116
16-11-1996,24456190
08-09-2003,26151164
04-10-1983,58454119
9-9-1996,90859243
21-04-2006,91851204
24-04-1990,01354236
03-12-1995,83055221
05-01-1977,34455279
10-03-1980,74553275
20-11-1994,95659227
15-01-1994,65659294
22-10-1990,26252231
22-09-1996,47758212
03-09-1967,37157244
17-09-1998,17350292
04-11-2003,58950229
22-08-1995,98350240
17-07-1996,28858275
20-10-1981,49255246
19-08-1988,51951367
23-05-1990,33258345
03-09-1998,93458363
05-05-1991,55453352
13-10-2006,89851387
20-04-1997,11858409
06-05-1997,01150415
24-07-2000,63651424
11-12-1993,13255491
28-02-2004,84651445
13-06-2005,86656432
19-08-1977,17751427
26-07-1999,47052479
03-03-1982,57754478
19-07-2005,29958456
09-07-2005,50155565
08-01-2001,31353584
09-08-2002,83953504
02-01-1976,73650518
07-06-1986,83156555
17-10-1995,46551523
27-04-1983,47755518
12-08-1990,98451502
01-01-1995,39555555
18-08-2004,71650655
20-07-2000,02257637
22-03-2007,75357600
02-07-1970,76254618
24-03-2003,08058675
18-09-1991,74356724
23-10-1984,64951790
08-02-2000,75857761
25-08-1991,47350756
25-03-1986,59758720
30-01-2004,79557775
06-06-1999,90053834
09-09-2003,92059885
08-02-1993,83759833
07-08-1994,34551872
02-03-1987,15854838
18-07-1998,29352821
27-11-1986,19955891
03-06-2006,71159953
18-05-1980,82654964
16-02-1964,74851959
10-10-1998,27555941
22-10-1997,17556980
16-06-1984,58356938
09-02-2002,29354920
14-09-1991,20264002
13-04-1987,20462081
25-01-1985,71060099
09-11-1980,91263090
25-12-1997,32360038
06-10-1989,33964065
30-01-2004,94568023
06-04-2000,74160093
12-05-1990,64968096
20-10-2003,75069034
16-2-1997,96068078
10-05-1991,46966079
29-06-1993,19469071
19-02-1985,02461113
27-12-1996,62863134
19-07-1998,82861140
17-05-1995,42960172
21-01-1979,06365142
27-12-1991,58166132
21-01-2004,79461162
11-11-1991,72363240
18-3-1991,62469257
09-10-2002,23265206
08-09-1989,74866254
27-02-2007,95762231
21-01-1989,36460201
12-12-2001,66360265
04-11-2003,68262204
21-06-1984,98069273
06-04-2003,18661284
26-10-1988,79266230
18-07-2007,12062344
02-08-1977,52564358
02-09-1997,73465396
20-10-1981,76561390
03-07-2005,77167343
16-12-1978,77560396
16-12-2004,38462337
23-07-2005,38667332
06-09-2003,40964411
16-11-2007,00169476
29-01-1990,72567472
21-10-2003,23468465
06-04-2002,55764416
07-08-1986,48861423
29-11-2003,68469490
18-09-2006,89661451
23-10-1993,60767590
24-09-1985,33168598
25-02-1993,44562566
20-10-1988,26460560
23-10-2002,00160665
19-10-2003,11666663
10-02-1989,23762627
24-09-1997,95365690
01-06-1982,96367649
12-05-1992,36362673
17-08-1993,49465688
08-10-1979,81168747
01-01-2004,81268744
18-08-1981,81466792
10-07-1996,71666797
02-07-1995,84467795
30-11-2008,25164788
18-8-1990,35664795
2-3-1979,16865793
25-12-2004,37163719
22-07-1985,47066773
23-07-1982,78365700
23-11-1994,98362765
23-07-1987,00968832
13-01-2008,10468860
05-02-1999,71463890
05-04-1985,83965876
01-06-1976,04465852
06-03-1992,96360844
13-11-1989,16764878
09-05-1990,97164809
24-12-2004,77666803
13-05-2003,67862872
26-01-2004,68566882
18-09-1998,19764825
01-06-1996,39567840
22-10-1991,70864946
14-04-2007,02862978
20-07-1973,55667907
05-07-1993,86968918
21-08-2000,39069900
14-06-1999,59766977
01-11-1990,39061995
08-09-1996,20877080
21-09-2003,92770042
11-05-1988,02878066
28-10-1988,93174036
15-07-1984,64478041
14-04-1998,95578054
19-01-1977,00279185
12-10-1991,61070102
19-01-1993,01870179
19-09-1997,53675122
29-08-2005,23279153
15-10-1987,64273107
14-10-1997,04778108
17-02-1992,34974100
01-07-1999,65578127
29-12-1997,97675111
09-10-2007,37674115
25-01-1990,57677146
04-04-1970,97571177
19-10-1984,98674156
29-12-1988,89177175
07-05-2008,94878221
24-8-1987,55670296
12-07-1983,76172276
20-08-2005,58075203
26-12-1986,68778234
06-05-1982,79671267
03-01-1996,70374372
29-06-1986,01579300
15-08-1983,61076379
10-4-1985,52975398
07-08-1988,03472342
16-05-1993,43978379
18-07-1991,64279345
13-10-2001,94075367
10-05-1995,96071356
14-02-1993,16677391
17-01-1995,88679309
11-12-1997,49679352
04-08-1988,80875471
01-01-1988,63572452
03-03-2002,76170419
7-11-2003,06672441
27-10-2007,46272465
18-09-1986,87073457
02-10-1972,19670446
14-12-2002,00372584
10-03-1992,50573580
25-05-1990,40979591
06-03-1999,73578545
14-10-2003,44571514
12-10-2005,35875597
30-06-2004,67879536
20-5-1991,78372515
6-7-1997,99079518
15-06-1988,00979603
17-02-1997,70471679
20-02-1988,63274670
20-10-1966,45475631
04-02-2004,58771647
29-04-1999,09372638
19-05-1998,31876789
11-06-2002,72370711
22-02-1989,92977796
28-09-1973,74573743
20-07-1981,15376709
16-03-1994,96974723
20-9-1984,56474791
21-07-1994,58774732
15-08-1991,59770722
17-10-1988,09278781
13-05-2007,00272851
08-08-1994,00878861
24-02-1993,81470820
01-01-1993,02174820
26-06-1989,72571877
22-07-1996,42074895
05-01-1985,93476862
08-02-1998,24073815
01-01-1993,64172882
19-04-1991,15778892
01-09-2000,75872897
21-12-2002,47975886
06-06-1983,99479815
18-2-1960,00279942
02-01-1997,83377998
06-09-1985,04472952
10-8-1974,14973955
15-09-1975,68570900
01-01-1993,01585018
28-12-1985,51589028
18-10-1995,32782011
18-9-1989,64685057
22-08-1987,46483009
11-05-1997,46789005
01-01-1964,86185025
21-01-2004,98186049
01-11-1984,08282048
01-01-1993,88285049
26-06-1992,38087056
01-01-1995,28285055
10-11-1989,99088048
09-05-1999,40985129
29-06-1995,00983149
08-01-2002,71584120
20-06-1983,12185116
11-09-1986,22184199
06-08-1986,23087136
27-04-2009,83084141
15-02-2007,63181196
09-01-2003,13383190
19-12-1979,15381156
04-10-2008,97189182
21-01-1991,58486102
11-06-1990,20284273
30-09-2005,41082299
19-04-2008,82488245
13-02-2004,52681283
18-10-1985,83387231
13-04-1986,04787285
09-04-2002,85686218
27-06-1998,76688203
2-3-2003,87887206
18-11-2003,17387274
23-02-2002,59188296
05-08-1989,10985348
13-12-1990,00581353
15-05-2002,82687315
07-12-2000,32489369
06-01-1993,83485395
14-12-1986,14289376
19-08-2006,56282354
04-09-1995,17084335
15-06-1997,37589331
01-04-1998,59884311
09-10-1985,39288380
30-09-2005,29784393
10-10-2005,11983469
23-12-1978,91189488
06-05-2004,23280418
21-10-2004,64680458
05-06-1988,68786438
08-01-1997,59481435
01-01-1994,99686442
08-05-2003,19788450
25-06-1998,22987530
03-10-2003,42286555
06-09-1992,34285506
02-10-1991,95288523
13-05-1998,97289506
10-04-2001,17285526
02-03-1988,48284544
25-12-2000,59983536
04-06-1988,60083625
20-09-2006,00484664
16-05-1994,20384680
18-08-1989,20282696
29-02-2008,41383629
03-07-1993,51881664
15-07-1980,51387688
20-07-1977,72587644
25-05-2007,02689665
20-6-1978,94682652
03-06-1990,26580609
01-11-1986,26585676
24-04-2006,47586641
17-10-1991,29880666
20-02-1992,82683740
01-02-2007,94481743
08-08-1995,95086765
17-05-1986,36987742
02-07-1972,97184723
09-11-1982,67087739
27-04-1988,87682746
06-05-1995,59183774
10-02-1990,91884891
10-01-1991,82289822
19-06-1988,73581808
23-08-1988,54989852
12-11-2005,16583820
03-10-1993,86087832
20-10-1993,76885885
13-07-1998,89388877
15-10-2002,40782984
28-08-1995,43688917
19-08-1993,86980949
23-02-1994,66186973
12-10-1979,37987928
10-07-1998,82499051
02-01-2004,24897040
06-09-1991,05094063
21-04-1996,96292029
07-08-2001,58394027
17-10-1997,98398086
25-11-2004,29392091
01-01-1985,35992104
28-02-1988,95291154
01-09-1996,97097160
16-05-1970,18792177
12-2-1983,69193117
25-07-1989,89999127
21-04-1982,49492198
28-03-1998,20292240
18-10-2005,01892240
04-02-1999,71995284
14-12-1970,42699299
06-08-1999,73590224
23-10-1994,83193234
15-11-2008,83995285
07-02-2004,44395217
12-10-1993,85194288
23-09-1971,16493272
05-08-1987,18390248
16-10-1995,40190325
23-11-1991,40795349
20-10-1992,92096312
15-11-1988,74599337
04-09-2005,94291354
06-09-2004,74298362
04-09-1993,48997322
11-05-2006,29393352
02-11-2004,89995359
26-05-2003,20495486
20-09-1992,41497461
23-12-2001,03899470
02-03-1994,06599403
12-12-1995,86793421
18-10-1989,86791461
10-10-1986,16198496
26-10-2008,47190469
09-07-2001,78792408
20-12-1995,88793441
12-12-1974,40596533
19-03-1995,22494531
01-06-1989,23697560
22-01-1993,04898580
01-11-1971,56698536
06-07-1978,08698530
09-07-1981,11994629
04-04-2004,71397647
01-02-1991,94396606
22-06-1987,34694680
23-01-2001,16896622
24-05-1995,77197601
20-06-1997,77099628
21-10-1986,88199673
25-10-1977,08096693
09-09-1997,79597610
10-05-1973,50692721
02-06-1999,00894731
08-01-2002,50499771
30-07-1995,91998791
17-10-1992,84698778
23-09-1996,04694780
30-09-1993,26994743
24-06-1996,07898749
11-09-2001,17599792
08-01-1993,78698784
08-06-1984,89190729
06-12-2004,09494729
13-07-1994,80891852
12-02-1992,40194864
27-10-1998,71796805
17-07-1994,01890831
16-02-1987,21993851
02-03-2001,03098839
26-01-1995,47498835
30-11-1994,28295802
19-04-1992,38198847
05-02-1990,09993805
23-06-1987,99099842
26-03-1995,39097892
08-12-2005,90291944
15-07-2000,64396937
23-01-2004,74399937
24-07-1995,95092921
10-02-2007,56896917
25-9-1997,39598940
05-03-1989,69494997